x_center,y_center,z_center,alpha,beta,gamma,x_left_eyes,y_left_eyes,z_left_eyes,x_right_eyes,y_right_eyes,z_right_eyes,x_left_pupils,y_left_pupils,x_right_pupils,y_right_pupils,x_left_look_vector,y_left_look_vector,x_right_look_vector,y_right_look_vector,pupils_distance,left_right_ratio,face_distance,x_point,y_point
280.00838235708386,308.3776859707302,-0.025531546694314126,-0.08448536365121537,0.12469676176249145,-0.988591392302538,46.47062345651477,-47.298329777187746,-9.987589730399575,-45.43725351186902,-49.12793774074976,1.6442716294127457,44.99161764291614,-50.37768597073023,-57.00838235708386,-53.37768597073023,-1.4790058135986328,-3.0793561935424805,-11.571128845214844,-4.249748229980469,1.5375378673806777,0.2771284446533622,416.5351030186448,0.9520121507402936,0.5337479012186619
338.66434625478894,313.66730108016577,-0.015278454635164931,0.09705549597666453,0.11329351177767397,-0.988809795102074,42.35875173715443,-51.94155015700903,2.5875453145688994,-47.78553537222058,-45.97644414657202,-10.361047599699475,41.33565374521106,-54.66730108016577,-51.66434625478894,-47.66730108016577,-1.0230979919433665,-2.7257509231567383,-3.8788108825683594,-1.69085693359375,1.3890009866222046,0.6880655778865664,461.606667439423,0.0366473673468249,0.8635360735576858
311.8990112043854,266.33461115910455,-0.01580140391826375,0.022999354607956542,-0.03149953470779443,-0.9992391150274342,42.36526148543396,-47.72338793827936,5.32936756710052,-47.520261356973265,-43.36180041386528,2.4602327610039687,29.100988795614626,-50.334611159104554,-59.899011204385374,-44.334611159104554,-13.264272689819336,-2.6112232208251953,-12.37874984741211,-0.972810745239272,1.391269068801593,1.0887448924252139,410.14036443787035,0.8649160141493526,0.3953060928632068
319.40451835567114,310.588379297501,-0.003369783855274192,0.03743904990743551,0.14017846870606065,-0.9894181696599536,42.477298508342535,-50.4123434164585,-2.78289136955212,-46.3556063073313,-48.72575799012793,-7.6616028194657995,47.595481644328856,-50.58837929750098,-46.404518355671144,-48.58837929750098,5.118183135986321,-0.17603588104248047,-0.04891204833984375,0.13737869262695312,1.426935907971869,35.11857250014093,445.51586695876733,0.1713361254921233,0.252269831737873
295.55982723399103,239.06766757802066,-0.02462816157211096,-0.043856423682224144,0.06736171841231309,-0.9967642715278,39.50858745411932,-45.12299690083559,-3.6172268938941836,-43.55944194956722,-40.63357219533023,2.2440702776687265,39.44017276600897,-44.06766757802066,-46.55982723399103,-38.06766757802066,-0.06841468811035156,1.0553293228149272,-3.000385284423807,2.5659046173095703,1.4304180901199832,0.26787295276167516,380.14334370382966,0.8877822426795201,0.5277024320292991
331.64269726093,266.40333504962103,-0.02456332326460725,0.0811586840346704,0.0903913911112424,-0.9925939071033708,38.75232799236592,-47.029563382140566,2.7245688063797,-45.15652935321515,-42.685310795775834,-7.141887922281737,37.35730273907001,-52.403335049621035,-51.64269726092999,-49.403335049621035,-1.3950252532959126,-5.373771667480469,-6.486167907714844,-6.718024253845201,1.464515299496275,0.5945348508478012,425.39113316502306,0.1390317622193401,0.8878799174366185
316.70615817338995,246.85883063943976,-0.014174327349815606,0.032496641322691075,0.00880323639598424,-0.9994330749638521,40.27699230878778,-45.115836330968065,3.742062952464971,-44.23057986528448,-42.15299052866094,-0.015437860411997878,38.29384182661005,-45.85883063943976,-54.70615817338995,-46.85883063943976,-1.9831504821777344,-0.7429943084716939,-10.475578308105469,-4.705840110778816,1.5378513221440777,0.18440971229678965,401.5495898273729,0.5573770985303135,0.5555196038387376
283.16926506238104,256.35636670365295,-0.03742889411156425,-0.08748096959094298,0.05692118846012595,-0.9945386157730204,42.32483932299492,-45.23130757584533,-5.902933589151449,-43.05520084576729,-41.66640050187074,5.026772507497718,41.830734937618956,-47.35636670365295,-44.169265062381044,-45.35636670365295,-0.49410438537596235,-2.1250591278076243,-1.1140642166137553,-3.6899662017822124,1.374478475331733,0.5660291145473627,381.97306295914234,0.9343877879337116,0.4451398093229627
291.30925890930695,261.1516788189228,-0.02609328296369849,-0.06247759791917148,0.08394544384323073,-0.9945097848770585,42.11084034911592,-45.567869919997015,-5.795245683525139,-43.90649172791047,-42.64519192622261,2.4134303762052123,41.69074109069305,-48.15167881892279,-45.30925890930695,-46.15167881892279,-0.4200992584228658,-2.583808898925774,-1.4027671813964773,-3.506486892700181,1.3974139118446611,0.6931346106377058,391.2304747295267,0.492954607075559,0.8578322194931779
337.3861998859634,259.61211724566596,-0.020435465561448898,0.07732539808500648,0.05141583647671366,-0.9956792629006568,40.30257422292335,-46.20526166247503,4.69304490654379,-44.06017296945947,-44.675536587706986,-5.4612987804541,36.61380011403662,-50.61211724566596,-52.38619988596338,-51.61211724566596,-3.688774108886726,-4.406855583190925,-8.326026916503906,-6.93658065795897,1.4526032081935758,0.5303119970287309,425.7087028848211,0.2070143200919178,0.4036845771809675
297.66271529238446,258.9386342692579,-0.01971777519768375,-0.04213828275399294,0.07459226031035525,-0.9963234212986949,41.67520775754228,-46.55908333541997,-3.9706468359511504,-42.835678434779496,-43.510179870148995,1.4421534991413196,44.33728470761554,-50.938634269257875,-42.66271529238446,-47.938634269257875,2.6620769500732564,-4.379550933837905,0.17296314239503374,-4.42845439910888,1.389883036464671,1.1564398644603615,394.52795690705403,0.0472372690125642,0.3888484221371692
295.332830412775,269.5506306509686,-0.017823339495648686,-0.04404550510760598,0.11346539592936886,-0.9925651602823904,41.5987301035824,-46.92047413393982,-6.18429238995553,-44.27510355272864,-44.16055115267761,-0.07336377253771834,37.667169587224976,-49.55063065096863,-50.332830412775024,-47.55063065096863,-3.931560516357422,-2.6301565170288086,-6.057726860046387,-3.3900794982910156,1.4038845650121021,0.6814090404002858,399.84875080663596,0.782465658057546,0.0997906340994953
297.21505385178784,282.1995655614087,-0.0062270265741226,-0.04624496559016979,0.17021274558737645,-0.9843216061822331,40.47805566054125,-46.21092668354004,-9.028695454009068,-45.86244135636548,-43.554220827216795,-2.008145750619662,37.78494614821216,-45.19956556140869,-46.21505385178784,-45.19956556140869,-2.6931095123290945,1.0113611221313477,-0.3526124954223633,-1.6453447341918945,1.3700778709239405,1.7095988698235935,409.84556003200134,0.9335993290918774,0.5900677480238831
310.65684913570044,263.08482360839844,-0.006942987314656257,0.004161836972402054,0.05993628296159807,-0.9981935288799274,40.269946823772216,-46.90212440490723,-0.7626304143450711,-45.797394980732186,-43.514790534973145,-0.7491822448901388,36.34315086429956,-52.08482360839844,-45.65684913570044,-46.08482360839844,-3.9267959594726562,-5.182699203491211,0.1405458450317454,-2.570033073425293,1.331555083469109,2.526276290743069,407.08881386767257,0.5474694701246182,0.2791173999697624
302.3566190931532,284.2311683719994,-0.008638931581607232,-0.02516455166663366,0.16267289025816314,-0.9863591009943959,40.399581697252074,-47.019761664235716,-7.461691366365326,-45.93410513136121,-44.31401692088855,-3.361255012309322,38.6433809068468,-48.23116837199939,-52.3566190931532,-46.23116837199939,-1.7562007904052734,-1.2114067077636719,-6.422513961791992,-1.9171514511108398,1.4724936026731021,0.3183091463527122,414.97817082129166,0.7817217732322921,0.5127067659972102
320.29492973262427,260.99453151735486,-0.002410109411590753,0.04587668864045697,0.036554945110793165,-0.9982780501580376,40.441962967571044,-46.05851161989392,3.18205173385855,-45.5152046578562,-43.6014851382655,-2.3983764683123288,39.70507026737573,-56.99453151735486,-45.29492973262427,-50.99453151735486,-0.7368927001953125,-10.936019897460938,0.2202749252319336,-7.3930463790893555,1.39307732280648,1.4819272081374633,413.1670213124456,0.156539471848971,0.3645007010239522
